domain_name,labels,tld,registration_state,registration_contact,expiration_date,renew_by,auto_renews,premium_domain,renewal_price,whois_privacy,dnssec,registry_name_server_records,zone_name_server_records,zone_active,reverse,has_secondary,zone_providers,certificates_count,email_forwards_count
steipete.me,,me,registered,PS-Alserbach,2026-03-12 08:29:41 UTC,2026-04-24 00:00:00 UTC,true,false,29.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.com,,com,registered,PS-Alserbach,2026-03-12 08:27:46 UTC,2026-04-16 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,4,0
petersteinberger.com,,com,registered,PS-Alserbach,2026-09-27 16:51:04 UTC,2026-11-09 16:51:04 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,4,1
sweetistics.com,,com,registered,PS-Alserbach,2026-03-23 01:08:27 UTC,2026-04-27 00:00:00 UTC,true,false,15.50,false,false,"ns1.vercel-dns.com,ns2.vercel-dns.com","ns1.vercel-dns.com,ns2.vercel-dns.com",true,false,,,0,1
steipete.blog,,blog,hosted,PS-Alserbach,,,false,false,,false,false,,"ns1.dnsimple.com,ns2.dnsimple.com,ns3.dnsimple.com,ns4.dnsimple.com",true,false,,,0,0
petersteinberger.me,,me,registered,PS-Alserbach,2026-03-05 12:52:27 UTC,2026-04-17 00:00:00 UTC,true,false,29.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.io,,io,registered,PS-Alserbach,2026-03-20 09:01:30 UTC,2026-04-24 00:00:00 UTC,true,false,67.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.wtf,,wtf,registered,PS-Alserbach,2026-06-05 02:58:56 UTC,2026-07-18 00:00:00 UTC,true,false,46.10,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
steipete.at,,at,registered,PS-Alserbach,2026-05-14 18:16:50 UTC,2026-05-11 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,3,1
steipete.net,,net,registered,PS-Alserbach,2026-05-14 19:05:46 UTC,2026-06-26 00:00:00 UTC,true,false,17.00,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
steipete.org,,org,registered,PS-Alserbach,2026-05-14 19:06:53 UTC,2026-06-26 00:00:00 UTC,true,false,14.30,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.dev,,dev,registered,PS-Alserbach,2026-05-14 19:15:54 UTC,2026-06-26 00:00:00 UTC,true,false,19.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,3,0
steipete.tv,,tv,registered,PS-Alserbach,2026-05-21 15:33:41 UTC,2026-07-03 00:00:00 UTC,true,false,38.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.page,,page,registered,PS-Alserbach,2026-05-24 07:12:02 UTC,2026-07-06 00:00:00 UTC,true,false,17.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.fyi,,fyi,registered,PS-Alserbach,2026-05-24 07:13:22 UTC,2026-07-06 00:00:00 UTC,true,true,,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.lol,,lol,registered,PS-Alserbach,2026-05-24 23:59:59 UTC,2026-07-06 00:00:00 UTC,true,false,42.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
interpose.io,,io,registered,PS-Alserbach,2026-05-31 13:26:58 UTC,2026-07-05 13:26:58 UTC,true,false,67.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
interposekit.com,,com,registered,PS-Alserbach,2026-05-31 13:27:00 UTC,2026-07-13 13:27:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
interpose.app,,app,registered,PS-Alserbach,2026-05-31 13:41:08 UTC,2026-07-13 13:41:08 UTC,true,false,22.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
doesoslogstoreworkyet.com,,com,registered,PS-Alserbach,2026-09-12 09:12:20 UTC,2026-10-25 09:12:20 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.pro,,pro,registered,PS-Alserbach,2026-11-17 13:04:41 UTC,2026-12-30 13:04:41 UTC,true,false,31.10,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
sweetistics.app,,app,registered,PS-Alserbach,2026-04-16 10:41:29 UTC,2026-05-29 00:00:00 UTC,true,false,22.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
birdbuddies.app,,app,registered,PS-Alserbach,2026-04-28 09:06:32 UTC,2026-06-10 00:00:00 UTC,true,false,22.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.gay,,gay,registered,PS-Alserbach,2026-04-28 23:59:59 UTC,2026-06-10 00:00:00 UTC,true,true,,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
pstech.at,,at,registered,PS-Alserbach,2026-05-07 09:37:08 UTC,2026-05-04 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
pstec.at,,at,registered,PS-Alserbach,2026-05-07 09:38:30 UTC,2026-05-04 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
stepete.com,,com,registered,PS-Alserbach,2026-05-13 11:37:20 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
steipet.com,,com,registered,PS-Alserbach,2026-05-13 11:38:19 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steinpete.com,,com,registered,PS-Alserbach,2026-05-13 11:38:59 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
instamap.io,,io,registered,PS-Alserbach,2026-11-07 15:38:30 UTC,2026-12-12 15:38:30 UTC,true,false,67.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
pstgroup.at,,at,registered,PS-Alserbach,2026-01-07 10:32:13 UTC,2026-01-04 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,24,2
steinbergerfoundation.org,,org,registered,PS-Alserbach,2026-03-08 11:36:40 UTC,2026-04-12 00:00:00 UTC,true,false,14.30,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
steinbergerstiftung.com,,com,registered,PS-Alserbach,2026-04-19 07:31:25 UTC,2026-06-01 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steinbergerstiftung.org,,org,registered,PS-Alserbach,2026-04-19 07:35:10 UTC,2026-06-01 00:00:00 UTC,true,false,14.30,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
summermeeting.at,,at,registered,PS-Alserbach,2026-04-12 19:28:15 UTC,2026-04-09 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
petersteinberger.at,,at,registered,PS-Alserbach,2026-06-15 22:04:19 UTC,2026-06-12 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,3,1
pstein.at,,at,registered,PS-Alserbach,2026-06-15 22:04:27 UTC,2026-06-12 00:00:00 UTC,true,false,20.20,false,false,"ns1.easyname.eu,ns2.easyname.eu","ns1.dnsimple.com,ns2.dnsimple.com,ns3.dnsimple.com,ns4.dnsimple.com",true,false,,,0,0
sattelite.io,,io,registered,PS-Alserbach,2026-07-06 20:41:42 UTC,2026-08-10 20:41:42 UTC,true,false,67.90,false,false,"ns1.easyname.eu,ns2.easyname.eu","ns1.dnsimple.com,ns2.dnsimple.com,ns3.dnsimple.com,ns4.dnsimple.com",true,false,,,0,0
petersteinberger.info,,info,registered,PS-Alserbach,2026-06-15 22:04:54 UTC,2026-07-28 00:00:00 UTC,true,false,26.10,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
pstouch.com,,com,registered,PS-Alserbach,2025-12-18 09:13:57 UTC,2026-01-22 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
seaofdicks.blog,,blog,registered,PS-Alserbach,2026-03-11 23:59:59 UTC,2026-04-15 00:00:00 UTC,true,true,,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
lovism.faith,,faith,registered,PS-Alserbach,2026-04-14 09:24:29 UTC,2026-05-27 00:00:00 UTC,true,false,33.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
matewing.com,,com,registered,PS-Alserbach,2026-09-01 06:13:40 UTC,2026-10-14 06:13:40 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingmanally.com,,com,registered,PS-Alserbach,2026-09-01 06:16:56 UTC,2026-10-14 06:16:56 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingman.today,,today,registered,PS-Alserbach,2026-09-04 17:20:33 UTC,2026-10-17 17:20:33 UTC,true,false,36.60,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingman.gay,,gay,registered,PS-Alserbach,2026-09-04 17:22:08 UTC,2026-10-17 17:22:08 UTC,true,true,,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingman24.com,,com,registered,PS-Alserbach,2026-09-04 17:24:47 UTC,2026-10-17 17:24:47 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingman.city,,city,registered,PS-Alserbach,2026-09-04 17:26:57 UTC,2026-10-17 17:26:57 UTC,true,false,36.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingmancity.com,,com,registered,PS-Alserbach,2026-09-04 17:27:38 UTC,2026-10-17 17:27:38 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-ai.com,,com,registered,PS-Alserbach,2026-09-04 17:30:08 UTC,2026-10-17 17:30:08 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipsai.com,,com,registered,PS-Alserbach,2026-09-04 17:32:12 UTC,2026-10-17 17:32:12 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendships-ai.com,,com,registered,PS-Alserbach,2026-09-04 17:33:12 UTC,2026-10-17 17:33:12 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
wingmans.ai,,ai,registered,PS-Alserbach,2026-09-04 18:28:49 UTC,2026-10-17 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship.ai,,ai,registered,PS-Alserbach,2026-07-05 01:31:49 UTC,2026-08-17 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,4,1
friendshipai.com,,com,registered,PS-Alserbach,2027-01-04 05:21:24 UTC,2027-02-08 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,1,0
steipetedisk.com,,com,registered,PS-Alserbach,2025-12-23 19:18:48 UTC,2026-01-27 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friedshipai.com,,com,registered,PS-Alserbach,2026-04-11 12:13:02 UTC,2026-05-16 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.app,,app,registered,PS-Alserbach,2026-04-17 14:21:32 UTC,2026-05-22 00:00:00 UTC,true,false,22.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,4,1
helferlein.foundation,,foundation,registered,PS-Alserbach,2026-04-23 12:48:10 UTC,2026-05-28 00:00:00 UTC,true,false,36.40,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,1,1
helferleinstiftung.at,,at,registered,PS-Alserbach,2026-04-23 12:49:47 UTC,2026-04-20 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,1,0
helferleinprivatstiftung.at,,at,registered,PS-Alserbach,2026-04-23 12:50:33 UTC,2026-04-20 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
helfer-lein.com,,com,registered,PS-Alserbach,2026-04-23 12:52:12 UTC,2026-05-28 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
helferleinstiftung.com,,com,registered,PS-Alserbach,2026-04-23 12:53:07 UTC,2026-05-28 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
