domain_name,labels,tld,registration_state,registration_contact,expiration_date,renew_by,auto_renews,premium_domain,renewal_price,whois_privacy,dnssec,registry_name_server_records,zone_name_server_records,zone_active,reverse,has_secondary,zone_providers,certificates_count,email_forwards_count
helferleinprivatstiftung.com,,com,registered,PS-Alserbach,2026-04-23 12:54:00 UTC,2026-05-28 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
helferleinfoundation.com,,com,registered,PS-Alserbach,2026-04-23 12:54:33 UTC,2026-05-28 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
helferleinfoundation.at,,at,registered,PS-Alserbach,2026-04-23 13:08:48 UTC,2026-04-20 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-app.com,,com,registered,PS-Alserbach,2026-04-30 13:55:46 UTC,2026-06-04 00:00:00 UTC,true,false,15.50,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship.coach,,coach,registered,PS-Alserbach,2026-04-30 13:57:04 UTC,2026-06-04 00:00:00 UTC,true,false,94.60,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friends.today,,today,registered,PS-Alserbach,2026-04-30 13:58:30 UTC,2026-06-04 00:00:00 UTC,true,true,,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendships.io,,io,registered,PS-Alserbach,2026-05-04 18:37:40 UTC,2026-06-08 00:00:00 UTC,true,false,67.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
keepfriendships.ai,,ai,registered,PS-Alserbach,2027-05-04 18:39:55 UTC,2027-06-16 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
thefriendship.ai,,ai,registered,PS-Alserbach,2027-05-04 18:42:22 UTC,2027-06-16 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendscircle.ai,,ai,registered,PS-Alserbach,2027-05-04 18:43:48 UTC,2027-06-16 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendate.ai,,ai,registered,PS-Alserbach,2027-05-04 19:02:36 UTC,2027-06-16 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendateai.com,,com,registered,PS-Alserbach,2026-05-04 19:02:56 UTC,2026-06-16 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
palamour.ai,,ai,registered,PS-Alserbach,2027-05-04 19:03:56 UTC,2027-06-16 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
palamourai.com,,com,registered,PS-Alserbach,2026-05-04 19:03:58 UTC,2026-06-16 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.io,,io,registered,PS-Alserbach,2026-05-04 19:08:25 UTC,2026-06-08 00:00:00 UTC,true,false,67.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.chat,,chat,registered,PS-Alserbach,2026-05-04 19:10:13 UTC,2026-06-16 00:00:00 UTC,true,false,55.30,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-ai.dev,,dev,registered,PS-Alserbach,2026-05-04 20:18:13 UTC,2026-06-16 00:00:00 UTC,true,false,19.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-ai.net,,net,registered,PS-Alserbach,2026-05-04 20:18:20 UTC,2026-06-16 00:00:00 UTC,true,false,17.00,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-ai.org,,org,registered,PS-Alserbach,2026-05-04 20:18:33 UTC,2026-06-16 00:00:00 UTC,true,false,14.30,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.net,,net,registered,PS-Alserbach,2026-05-04 20:20:05 UTC,2026-06-16 00:00:00 UTC,true,false,17.00,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.org,,org,registered,PS-Alserbach,2026-05-04 20:20:18 UTC,2026-06-16 00:00:00 UTC,true,false,14.30,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.co,,co,registered,PS-Alserbach,2026-05-04 20:20:34 UTC,2026-05-08 00:00:00 UTC,true,false,42.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship-ai.app,,app,registered,PS-Alserbach,2026-05-04 20:21:51 UTC,2026-06-16 00:00:00 UTC,true,false,22.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendshipai.dev,,dev,registered,PS-Alserbach,2026-05-04 20:51:56 UTC,2026-06-16 00:00:00 UTC,true,false,19.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.london,,london,registered,PS-Alserbach,2026-05-05 23:59:59 UTC,2026-06-17 00:00:00 UTC,true,false,44.90,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
steipete.sh,,sh,registered,PS-Alserbach,2026-05-05 19:12:17 UTC,2026-06-09 00:00:00 UTC,true,false,70.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
friendship.dev,,dev,registered,PS-Alserbach,2026-05-10 23:14:41 UTC,2026-06-22 00:00:00 UTC,true,true,,true,false,"ns1.vercel-dns.com,ns2.vercel-dns.com","ns1.vercel-dns.com,ns2.vercel-dns.com",true,false,,,0,0
friendshipai.studio,,studio,registered,PS-Alserbach,2026-05-11 23:12:36 UTC,2026-06-23 00:00:00 UTC,true,false,49.20,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.ai,,ai,registered,PS-Alserbach,2027-05-13 18:24:10 UTC,2027-06-25 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawarai.com,,com,registered,PS-Alserbach,2026-05-13 18:25:37 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawaraai.com,,com,registered,PS-Alserbach,2026-05-13 18:26:27 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.io,,io,registered,PS-Alserbach,2026-05-13 18:27:19 UTC,2026-06-17 00:00:00 UTC,true,false,67.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawarar.com,,com,registered,PS-Alserbach,2026-05-13 18:28:20 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawarar.ai,,ai,registered,PS-Alserbach,2027-05-13 18:28:59 UTC,2027-06-25 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.app,,app,registered,PS-Alserbach,2026-05-13 18:29:51 UTC,2026-06-25 00:00:00 UTC,true,false,22.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.co,,co,registered,PS-Alserbach,2026-05-13 18:30:24 UTC,2026-05-17 00:00:00 UTC,true,false,42.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawar.ai,,ai,registered,PS-Alserbach,2027-05-13 18:31:13 UTC,2027-06-25 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawaraa.com,,com,registered,PS-Alserbach,2026-05-13 18:32:20 UTC,2026-06-25 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.me,,me,registered,PS-Alserbach,2026-05-13 18:34:12 UTC,2026-06-25 00:00:00 UTC,true,false,29.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawaraai.ai,,ai,registered,PS-Alserbach,2027-05-13 18:40:38 UTC,2027-06-25 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawaraa.ai,,ai,registered,PS-Alserbach,2027-05-13 18:40:53 UTC,2027-06-25 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.dev,,dev,registered,PS-Alserbach,2026-05-13 18:42:11 UTC,2026-06-25 00:00:00 UTC,true,false,19.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
hawara.sh,,sh,registered,PS-Alserbach,2026-05-13 18:42:33 UTC,2026-06-17 00:00:00 UTC,true,false,70.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
titanultra.io,,io,registered,PS-Alserbach,2026-05-14 12:12:57 UTC,2026-06-18 00:00:00 UTC,true,false,67.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.ai,,ai,registered,PS-Alserbach,2027-05-14 13:20:37 UTC,2027-06-26 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,1
amantusmachina.com,,com,registered,PS-Alserbach,2026-05-14 13:21:18 UTC,2026-06-26 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.at,,at,registered,PS-Alserbach,2026-05-14 13:22:32 UTC,2026-05-11 00:00:00 UTC,true,false,20.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.io,,io,registered,PS-Alserbach,2026-05-14 13:23:11 UTC,2026-06-18 00:00:00 UTC,true,false,67.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.chat,,chat,registered,PS-Alserbach,2026-05-14 13:24:37 UTC,2026-06-26 00:00:00 UTC,true,false,55.30,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.me,,me,registered,PS-Alserbach,2026-05-14 13:26:20 UTC,2026-06-26 00:00:00 UTC,true,false,29.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus-machina.com,,com,registered,PS-Alserbach,2026-05-14 13:30:12 UTC,2026-06-26 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.dev,,dev,registered,PS-Alserbach,2026-05-14 13:43:15 UTC,2026-06-26 00:00:00 UTC,true,false,19.90,true,false,"ns1.vercel-dns.com,ns2.vercel-dns.com","ns1.vercel-dns.com,ns2.vercel-dns.com",true,false,,,0,1
amantus.net,,net,registered,PS-Alserbach,2026-05-14 13:44:09 UTC,2026-06-26 00:00:00 UTC,true,false,17.00,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.sh,,sh,registered,PS-Alserbach,2026-05-14 13:45:07 UTC,2026-06-18 00:00:00 UTC,true,false,70.90,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantusmachina.ai,,ai,registered,PS-Alserbach,2027-05-14 13:47:22 UTC,2027-06-26 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus-machina.ai,,ai,registered,PS-Alserbach,2027-05-14 13:48:11 UTC,2027-06-26 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantusai.com,,com,registered,PS-Alserbach,2026-05-14 13:49:05 UTC,2026-06-26 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amant.ai,,ai,registered,PS-Alserbach,2027-05-14 13:49:53 UTC,2027-06-26 00:00:00 UTC,true,false,99.20,false,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.co,,co,registered,PS-Alserbach,2026-05-14 13:50:55 UTC,2026-05-18 00:00:00 UTC,true,false,42.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.xyz,,xyz,registered,PS-Alserbach,2026-05-14 23:59:59 UTC,2026-06-26 00:00:00 UTC,true,false,18.30,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.tech,,tech,registered,PS-Alserbach,2026-05-14 23:59:59 UTC,2026-06-26 00:00:00 UTC,true,false,72.20,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantusmachina.tech,,tech,registered,PS-Alserbach,2026-05-14 23:59:59 UTC,2026-06-26 00:00:00 UTC,true,false,72.20,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
amantus.app,,app,registered,PS-Alserbach,2026-05-14 13:57:52 UTC,2026-06-26 00:00:00 UTC,true,false,22.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
belovedmachine.com,,com,registered,PS-Alserbach,2026-05-14 13:58:52 UTC,2026-06-26 00:00:00 UTC,true,false,15.50,true,false,"ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org","ns1.dnsimple.com,ns2.dnsimple-edge.net,ns3.dnsimple.com,ns4.dnsimple-edge.org",true,false,,,0,0
